x_plr,x_delay,y_label
1.1,31.059,1
1.1,31.059,1
1.1,31.835,1
1.1,31.284,1
0.0,31.284,1
0.0,32.326,1
0.0,32.326,1
0.0,31.926,1
0.0,31.926,1
1.1,31.926,1
1.1,31.009,1
1.1,31.033,1
1.1,31.033,1
1.1,31.589,1
0.0,31.393,1
0.0,31.432,1
0.0,31.432,1
1.1,31.432,1
1.1,31.603,1
1.1,31.603,1
1.1,30.962,1
0.0,30.962,1
0.0,32.265,1
0.0,32.265,1
0.0,31.532,1
0.0,31.532,1
0.0,31.393,1
3.3,32.021,1
3.3,31.132,1
3.3,31.132,1
1.1,31.132,1
1.1,31.757,1
1.1,31.757,1
1.1,31.418,1
1.1,31.418,1
1.1,31.332,1
1.1,31.332,1
1.1,31.38,1
1.1,32.042,1
0.0,31.642,1
0.0,31.642,1
0.0,31.153,1
0.0,31.153,1
0.0,31.399,1
0.0,31.399,1
0.0,31.669,1
1.1,31.669,1
1.1,31.669,1
1.1,31.004,1
1.1,31.744,1
1.1,31.744,1
0.0,31.744,1
0.0,31.134,1
0.0,31.134,1
1.1,31.197,1
1.1,31.197,1
1.1,31.59,1
0.0,31.59,1
0.0,31.467,1
0.0,31.268,1
0.0,32.302,1
0.0,32.302,1
0.0,31.537,1
0.0,31.537,1
0.0,31.43,1
0.0,31.43,1
1.1,31.43,1
1.1,32.011,1
1.1,32.011,1
1.1,31.846,1
2.2,31.846,1
2.2,30.922,1
2.2,31.025,1
0.0,31.025,1
0.0,31.025,1
0.0,31.058,1
0.0,31.058,1
0.0,31.496,1
0.0,31.275,1
2.2,31.275,1
2.2,31.656,1
2.2,31.622,0
2.2,31.117,1
2.2,30.938,1
2.2,30.938,1
2.2,31.0,1
2.2,31.0,1
2.2,30.882,1
2.2,30.882,1
2.2,31.058,1
2.2,31.058,1
2.2,30.979,1
2.2,31.945,1
2.2,31.622,1
2.2,31.622,1
2.2,31.056,1
2.2,31.056,1
2.2,31.818,1
2.2,31.818,1
2.2,31.968,1
2.2,33.456,1
2.2,31.208,1
2.2,31.208,1
2.2,31.382,1
2.2,31.382,1
2.2,32.428,1
2.2,32.428,1
2.2,30.922,1
2.2,30.922,1
2.2,31.204,1
2.2,31.204,1
2.2,31.173,1
2.2,31.079,1
2.2,30.86,1
2.2,30.86,1
2.2,31.226,1
2.2,31.226,1
2.2,32.171,1
2.2,32.171,1
2.2,31.234,1
2.2,31.29,1
2.2,31.806,1
2.2,31.806,1
2.2,31.21,1
2.2,31.21,1
2.2,31.148,1
2.2,31.148,1
2.2,31.529,1
2.2,31.229,1
2.2,31.296,1
2.2,31.296,1
2.2,31.044,1
2.2,31.044,1
2.2,31.688,1
2.2,31.688,1
2.2,31.156,1
2.2,30.918,1
2.2,31.43,1
1.1,31.43,1
1.1,31.619,0
1.1,31.173,1
1.1,31.334,1
1.1,31.334,1
0.0,31.371,0
0.0,31.371,0
0.0,30.904,1
0.0,31.71,1
0.0,31.471,1
0.0,31.471,1
0.0,31.016,1
1.1,31.016,1
1.1,31.016,1
1.1,31.427,1
1.1,30.906,1
1.1,31.57,1
1.1,31.57,1
1.1,31.058,1
1.1,31.058,1
1.1,31.069,1
1.1,31.069,0
2.2,30.902,1
2.2,30.902,1
2.2,31.005,1
0.0,31.659,1
0.0,31.349,1
3.3,31.349,1
3.3,31.418,1
3.3,31.418,1
3.3,31.192,1
3.3,31.271,1
3.3,31.271,1
3.3,31.567,1
3.3,32.215,1
3.3,31.406,0
3.3,31.205,0
3.3,31.052,1
3.3,31.052,1
3.3,30.98,0
3.3,30.98,0
3.3,31.254,0
3.3,31.085,0
3.3,31.395,1
3.3,30.952,1
3.3,30.952,1
3.3,31.082,1
3.3,31.082,1
3.3,31.018,1
3.3,31.018,1
3.3,30.962,1
3.3,30.962,1
3.3,31.132,1
3.3,31.132,1
3.3,31.126,1
3.3,31.623,1
3.3,31.623,1
3.3,31.235,1
3.3,31.235,1
3.3,31.77,1
3.3,31.77,1
3.3,31.891,1
3.3,31.437,1
3.3,31.24,1
3.3,31.24,1
3.3,31.33,1
3.3,31.33,1
3.3,31.308,1
3.3,31.308,1
3.3,31.486,1
3.3,31.486,1
3.3,31.051,1
3.3,31.051,1
3.3,30.916,1
3.3,31.465,1
3.3,31.465,1
3.3,31.207,1
3.3,31.207,1
3.3,31.222,1
3.3,31.222,1
3.3,30.956,1
3.3,30.956,1
3.3,31.37,1
3.3,33.096,1
0.0,31.215,1
0.0,31.284,1
0.0,31.284,1
1.1,31.304,1
1.1,31.304,1
1.1,31.367,1
0.0,31.047,1
0.0,31.516,1
1.1,31.516,1
1.1,30.997,0
1.1,30.997,0
1.1,31.543,1
1.1,31.543,1
1.1,31.48,1
1.1,31.02,1
0.0,31.02,1
0.0,31.158,1
0.0,31.158,1
0.0,31.843,1
0.0,31.843,1
0.0,31.311,1
0.0,31.311,1
2.2,31.311,1
2.2,31.533,1
2.2,31.533,1
2.2,30.976,1
0.0,30.976,1
0.0,31.355,1
0.0,31.225,1
1.1,31.225,1
1.1,31.04,1
1.1,31.04,1
1.1,31.258,0
1.1,31.258,1
1.1,31.699,1
1.1,31.699,1
1.1,30.997,1
1.1,31.142,1
1.1,31.252,1
1.1,31.252,1
0.0,31.4,1
0.0,31.4,1
0.0,31.731,1
0.0,31.731,1
1.1,31.731,1
1.1,31.494,1
1.1,31.487,1
2.2,31.487,1
2.2,31.498,1
2.2,31.498,1
2.2,31.104,1
0.0,31.104,1
0.0,31.104,1
0.0,31.444,1
0.0,31.444,1
0.0,31.103,1
0.0,31.103,1
0.0,31.107,1
0.0,31.012,1
0.0,31.531,1
0.0,31.531,1
0.0,31.31,1
0.0,31.31,1
0.0,31.377,1
2.2,31.377,1
2.2,31.377,1
2.2,31.628,1
0.0,31.628,1
0.0,31.747,1
0.0,31.203,1
0.0,31.203,1
2.2,31.203,1
2.2,31.242,1
2.2,31.242,1
2.2,31.112,1
2.2,31.112,1
2.2,31.757,1
2.2,31.757,1
2.2,31.559,1
1.1,31.559,1
1.1,31.044,1
0.0,31.145,1
0.0,31.145,1
0.0,31.237,1
0.0,31.237,1
0.0,31.437,1
0.0,31.437,1
0.0,31.087,1
0.0,31.087,1
0.0,31.022,1
0.0,31.022,0
0.0,31.27,0
0.0,31.17,0
1.1,31.17,1
1.1,31.131,1
1.1,31.137,1
5.6,31.137,1
5.6,31.448,1
5.6,31.448,1
2.2,31.424,1
2.2,31.424,1
2.2,31.057,1
2.2,31.057,1
2.2,31.415,1
2.2,30.957,1
1.1,30.957,1
1.1,31.102,1
1.1,31.102,1
0.0,31.102,1
0.0,31.744,1
0.0,31.744,1
0.0,33.695,1
1.1,33.695,1
1.1,33.695,1
1.1,31.362,1
1.1,31.362,1
1.1,31.138,1
1.1,31.139,1
1.1,31.139,1
1.1,31.883,1
0.0,31.883,0
0.0,31.498,0
1.1,31.498,1
1.1,31.028,1
1.1,31.028,1
1.1,31.361,1
0.0,31.361,1
0.0,31.361,1
0.0,34.232,1
0.0,31.925,1
2.2,31.925,1
2.2,31.14,1
1.1,31.051,1
1.1,31.051,1
1.1,31.179,1
3.3,31.179,1
3.3,30.863,1
3.3,30.863,1
3.3,31.354,1
0.0,31.354,1
0.0,31.09,1
0.0,31.09,1
0.0,32.178,1
0.0,32.178,1
0.0,31.304,1
0.0,31.304,1
0.0,31.32,1
0.0,31.32,1
0.0,32.585,1
1.1,32.585,1
1.1,32.585,1
1.1,31.368,1
1.1,31.135,1
2.2,31.135,1
2.2,31.227,1
2.2,31.227,1
2.2,31.45,1
0.0,31.45,1
0.0,31.0,1
0.0,31.0,1
0.0,31.199,1
0.0,31.078,0
0.0,31.33,1
0.0,31.33,1
0.0,31.852,1
0.0,31.852,1
1.1,31.652,1
1.1,31.652,1
1.1,31.424,1
1.1,31.584,1
1.1,31.309,1
3.3,31.309,1
3.3,31.465,1
3.3,31.465,1
3.3,31.869,1
0.0,31.869,1
0.0,31.869,1
0.0,31.165,1
0.0,31.165,1
0.0,31.397,1
2.2,31.397,1
2.2,31.383,0
2.2,31.838,1
2.2,31.838,1
2.2,31.608,1
2.2,31.608,1
1.1,31.608,1
1.1,31.334,1
1.1,31.334,1
1.1,31.729,1
2.2,31.729,1
2.2,31.53,1
2.2,31.53,1
2.2,31.355,1
0.0,31.355,1
0.0,31.656,1
0.0,31.656,1
2.2,31.369,1
2.2,31.369,1
2.2,32.818,1
0.0,32.818,1
0.0,31.15,1
0.0,31.24,1
0.0,31.233,1
0.0,31.031,0
1.1,31.031,0
1.1,31.368,1
1.1,31.368,1
1.1,31.383,1
1.1,31.383,1
1.1,31.48,1
1.1,31.554,1
1.1,31.934,0
1.1,31.011,0
1.1,31.011,1
1.1,31.044,1
0.0,31.044,1
0.0,31.044,1
0.0,31.129,1
0.0,31.294,1
0.0,31.294,1
0.0,31.037,1
1.1,31.037,0
1.1,31.016,1
1.1,31.647,1
0.0,31.647,1
0.0,32.625,1
0.0,32.625,1
0.0,31.219,1
0.0,31.219,1
0.0,31.678,0
0.0,30.892,0
0.0,31.577,0
0.0,31.577,0
0.0,31.286,1
0.0,31.286,1
3.3,30.974,1
3.3,30.974,1
3.3,33.789,1
3.3,33.789,1
0.0,32.932,1
0.0,31.547,1
0.0,31.52,0
0.0,31.634,0
2.2,31.634,0
2.2,30.955,1
2.2,30.955,1
2.2,31.054,1
1.1,31.054,1
1.1,31.054,1
1.1,34.052,1
1.1,31.181,1
0.0,31.181,1
0.0,31.711,1
0.0,31.711,1
1.1,31.711,1
1.1,31.334,1
1.1,31.334,1
1.1,31.724,1
1.1,31.724,1
1.1,31.365,1
1.1,31.365,1
1.1,31.461,1
2.2,31.461,1
2.2,30.985,0
2.2,31.379,0
0.0,31.379,0
0.0,31.158,0
0.0,31.158,0
2.2,30.93,0
2.2,30.893,1
0.0,30.893,1
0.0,31.294,1
0.0,31.294,1
0.0,32.41,1
0.0,31.084,1
0.0,31.084,1
0.0,31.23,1
0.0,31.23,1
0.0,31.278,1
0.0,31.278,1
0.0,31.191,1
0.0,31.191,1
0.0,31.287,1
0.0,31.495,1
0.0,31.35,1
0.0,31.35,1
0.0,31.042,1
0.0,31.042,1
0.0,31.487,1
0.0,31.487,1
0.0,31.503,1
0.0,31.25,1
0.0,31.557,1
0.0,31.557,1
0.0,32.274,1
0.0,32.274,1
0.0,31.152,1
0.0,31.152,1
0.0,32.201,1
0.0,32.201,1
0.0,31.675,1
0.0,31.675,1
0.0,30.98,1
0.0,30.915,1
0.0,31.561,0
0.0,30.973,0
0.0,30.973,0
0.0,31.101,0
0.0,31.101,1
0.0,30.963,1
0.0,31.002,1
0.0,31.762,1
0.0,31.762,1
0.0,30.937,1
0.0,30.937,1
0.0,31.616,1
0.0,31.616,1
0.0,31.298,1
0.0,31.298,1
0.0,30.982,1
0.0,30.982,1
0.0,30.872,1
0.0,31.197,1
0.0,31.248,1
0.0,31.248,1
0.0,31.786,1
0.0,31.786,1
0.0,31.198,1
0.0,31.198,1
1.1,31.247,1
1.1,31.468,1
1.1,32.062,1
0.0,32.062,1
0.0,31.883,1
0.0,31.883,1
0.0,31.594,1
1.1,31.594,1
1.1,31.368,1
1.1,31.603,1
1.1,31.229,1
1.1,31.229,1
1.1,31.137,1
0.0,31.137,1
0.0,31.137,1
0.0,31.314,1
0.0,31.314,1
2.2,31.314,1
2.2,31.505,1
2.2,31.505,1
2.2,31.237,1
1.1,31.237,1
1.1,31.316,1
1.1,31.657,1
1.1,31.657,1
1.1,31.235,1
1.1,31.235,1
1.1,31.443,1
0.0,31.443,1
0.0,30.905,1
0.0,31.525,0
0.0,31.386,0
1.1,31.386,0
1.1,31.005,0
1.1,31.005,1
1.1,31.103,1
2.2,31.103,1
2.2,31.596,1
2.2,31.335,1
0.0,31.335,1
0.0,30.983,1
0.0,31.095,1
0.0,31.095,1
0.0,31.164,1
0.0,31.164,1
1.1,31.164,1
1.1,31.14,1
1.1,31.14,1
1.1,31.288,1
0.0,31.288,1
0.0,31.288,1
0.0,30.881,1
0.0,30.886,1
0.0,31.384,1
1.1,31.469,1
1.1,31.469,1
1.1,31.47,1
1.1,31.47,1
1.1,31.401,0
1.1,31.703,0
1.1,30.929,1
1.1,30.929,1
1.1,31.219,1
1.1,31.219,1
1.1,31.788,1
1.1,31.788,1
0.0,31.788,1
0.0,31.472,0
0.0,31.472,0
0.0,30.837,0
0.0,31.294,0
0.0,31.294,1
1.1,31.019,1
1.1,31.373,0
1.1,31.373,0
0.0,31.02,1
0.0,31.02,0
0.0,31.004,0
0.0,31.043,0
0.0,30.938,0
0.0,30.938,1
0.0,31.339,1
0.0,31.339,1
0.0,31.474,0
0.0,31.474,0
0.0,31.29,1
0.0,31.301,1
0.0,30.979,1
1.1,30.979,1
1.1,30.955,1
1.1,30.955,1
1.1,30.926,1
0.0,30.926,1
0.0,31.422,1
0.0,31.422,0
1.1,31.3,0
1.1,31.3,0
1.1,31.374,1
0.0,30.88,1
0.0,31.252,1
0.0,31.252,1
1.1,31.252,1
1.1,32.57,1
1.1,32.57,1
1.1,31.401,1
0.0,31.401,1
0.0,31.401,1
0.0,31.198,1
0.0,31.997,1
1.1,31.997,1
1.1,31.256,1
0.0,31.256,1
0.0,31.61,1
0.0,31.61,1
0.0,31.046,1
0.0,31.046,1
2.2,31.601,1
2.2,31.601,1
2.2,31.278,1
1.1,31.278,1
1.1,31.671,1
1.1,31.276,1
1.1,31.276,1
1.1,31.114,1
1.1,31.114,1
0.0,31.048,1
0.0,31.048,1
0.0,30.958,1
2.2,30.958,1
2.2,31.09,1
2.2,31.189,1
0.0,31.189,1
0.0,31.113,1
0.0,30.91,1
0.0,30.91,1
0.0,31.171,1
0.0,31.171,1
0.0,31.077,1
0.0,31.077,1
0.0,31.217,1
2.2,31.217,1
2.2,31.077,1
2.2,31.373,1
1.1,31.373,1
1.1,31.895,1
1.1,31.895,1
1.1,32.01,1
1.1,32.01,1
1.1,31.143,1
1.1,31.4,1
1.1,31.521,1
2.2,31.521,1
2.2,31.03,1
2.2,31.03,1
2.2,31.3,1
2.2,31.3,1
2.2,31.032,1
1.1,31.032,1
1.1,31.032,0
1.1,30.849,0
1.1,30.849,1
0.0,31.237,1
0.0,31.22,1
0.0,30.977,1
0.0,30.977,1
0.0,31.106,1
1.1,31.106,1
1.1,31.493,1
1.1,31.493,1
1.1,31.372,1
0.0,31.372,1
0.0,31.372,1
0.0,31.511,1
3.3,32.249,1
3.3,31.432,1
3.3,31.432,1
1.1,31.432,1
1.1,31.162,1
1.1,31.162,1
1.1,31.511,1
1.1,31.511,0
1.1,30.961,1
1.1,30.961,1
1.1,30.968,1
1.1,30.968,1
1.1,31.295,1
1.1,31.537,1
1.1,31.537,1
1.1,32.123,0
1.1,31.242,0
1.1,30.878,1
2.2,30.878,1
2.2,31.988,1
2.2,32.624,1
1.1,32.624,1
1.1,32.024,1
1.1,32.024,1
1.1,31.751,1
0.0,31.751,1
0.0,31.751,1
0.0,32.228,1
0.0,32.228,1
1.1,31.735,1
1.1,31.212,1
0.0,31.212,1
0.0,31.061,1
0.0,31.061,1
0.0,31.497,1
2.2,31.497,1
2.2,31.075,1
2.2,31.075,1
1.1,31.353,1
1.1,31.353,1
1.1,31.156,1
0.0,31.156,1
0.0,30.949,1
0.0,31.3,1
0.0,31.3,1
0.0,31.446,1
0.0,31.446,1
0.0,31.112,1
0.0,31.112,1
0.0,31.107,1
1.1,31.545,1
1.1,30.977,1
1.1,30.977,1
1.1,32.656,1
1.1,32.656,1
1.1,31.485,1
0.0,31.485,1
0.0,31.391,1
0.0,31.391,1
0.0,31.042,0
0.0,30.913,1
0.0,31.328,1
0.0,31.328,1
0.0,31.022,1
0.0,31.022,1
0.0,30.976,1
0.0,30.976,1
0.0,30.978,1
0.0,31.36,1
1.1,31.235,1
1.1,31.436,1
1.1,31.436,1
0.0,31.133,1
0.0,31.133,1
0.0,31.654,1
1.1,31.654,1
1.1,31.231,1
1.1,31.048,1
1.1,31.048,1
1.1,30.871,1
1.1,30.871,1
1.1,31.603,1
1.1,31.603,1
1.1,31.027,0
0.0,31.027,0
0.0,30.879,0
0.0,31.27,0
1.1,31.27,0
1.1,31.294,1
1.1,31.05,1
0.0,31.05,1
0.0,31.021,1
0.0,31.021,1
0.0,31.184,1
0.0,31.198,1
1.1,31.198,1
1.1,31.045,1
1.1,31.106,1
1.1,31.106,1
1.1,31.331,1
1.1,30.887,1
0.0,30.887,1
0.0,32.276,1
0.0,31.263,1
2.2,31.263,1
2.2,31.041,1
2.2,31.041,1
0.0,30.988,1
0.0,30.988,1
0.0,31.449,1
0.0,31.449,1
0.0,31.078,0
0.0,31.078,1
0.0,31.306,1
0.0,31.475,1
0.0,31.308,1
0.0,31.308,1
0.0,32.85,1
3.3,32.85,1
3.3,30.931,1
3.3,30.931,1
0.0,31.02,1
0.0,31.02,1
0.0,31.149,1
0.0,31.149,1
0.0,31.262,1
0.0,31.488,1
1.1,31.488,1
1.1,31.897,1
1.1,31.897,1
1.1,31.312,1
1.1,31.312,1
1.1,31.205,1
1.1,31.205,1
1.1,31.274,1
1.1,31.274,1
1.1,31.434,1
2.2,31.434,1
2.2,31.265,1
2.2,31.265,1
2.2,30.917,1
2.2,30.917,1
0.0,30.917,1
0.0,30.888,0
0.0,30.888,0
1.1,31.275,0
1.1,31.275,0
1.1,31.948,0
0.0,31.948,1
0.0,31.046,1
0.0,31.678,1
0.0,31.232,1
0.0,31.232,1
0.0,30.945,1
0.0,30.945,1
0.0,31.045,1
0.0,31.045,1
3.3,31.097,1
3.3,31.097,1
3.3,31.828,1
3.3,31.828,1
0.0,31.108,1
0.0,31.707,1
1.1,31.707,1
1.1,31.129,1
1.1,31.355,1
1.1,31.355,1
1.1,31.097,1
1.1,31.097,1
1.1,30.949,1
1.1,31.068,0
2.2,31.068,0
2.2,31.036,1
1.1,31.251,1
1.1,31.433,1
1.1,31.433,1
0.0,33.385,1
0.0,33.385,1
0.0,31.21,1
0.0,31.21,1
1.1,31.314,1
1.1,33.395,0
0.0,33.395,0
0.0,30.861,1
2.2,31.42,1
2.2,31.42,1
2.2,31.574,1
2.2,31.574,1
0.0,31.574,0
0.0,31.541,0
0.0,31.541,1
0.0,31.069,1
1.1,31.069,1
1.1,31.512,0
1.1,30.995,0
1.1,30.995,0
1.1,31.339,0
1.1,31.339,1
1.1,31.604,1
0.0,31.604,1
0.0,31.604,0
0.0,31.453,0
0.0,31.453,0
4.4,30.933,0
4.4,31.13,1
3.3,31.407,1
3.3,31.407,1
3.3,31.151,1
3.3,31.151,1
2.2,31.151,1
2.2,31.976,1
2.2,31.976,1
2.2,32.014,1
0.0,32.014,1
0.0,32.218,1
0.0,32.218,1
0.0,31.847,1
0.0,31.221,0
2.2,31.221,0
2.2,31.221,0
2.2,31.621,1
2.2,31.621,1
0.0,31.266,1
0.0,31.043,1
1.1,31.043,1
1.1,31.035,1
1.1,31.035,1
1.1,31.313,1
1.1,31.313,1
1.1,31.605,1
1.1,31.605,1
1.1,31.239,1
0.0,31.239,1
0.0,31.239,1
0.0,31.12,1
0.0,31.122,1
0.0,31.0,1
0.0,31.0,1
3.3,31.0,1
1.1,31.403,1
1.1,31.638,1
1.1,31.638,1
1.1,33.196,1
0.0,33.196,1
0.0,31.224,1
0.0,31.224,1
0.0,30.98,1
3.3,30.98,1
3.3,31.126,1
3.3,31.126,1
1.1,31.126,1
1.1,31.804,1
1.1,31.804,1
1.1,31.592,1
2.2,31.592,1
2.2,31.837,1
2.2,31.837,1
2.2,31.081,1
3.4,31.081,1
3.4,31.73,1
3.4,31.73,1
0.0,31.069,1
0.0,31.069,1
0.0,32.182,1
0.0,32.182,1
0.0,31.243,1
0.0,31.243,1
0.0,31.907,1
0.0,31.032,1
0.0,31.032,1
0.0,31.556,1
0.0,31.556,1
0.0,31.433,1
0.0,31.433,1
0.0,32.218,1
0.0,32.218,1
0.0,31.05,1
0.0,31.049,1
0.0,31.357,1
0.0,31.357,1
0.0,31.003,1
0.0,32.287,1
0.0,31.002,1
0.0,30.975,1
0.0,31.379,1
0.0,31.305,1
0.0,31.305,1
0.0,31.19,1
0.0,31.19,1
0.0,31.584,0
0.0,31.584,1
0.0,31.191,1
0.0,31.169,1
0.0,31.359,1
0.0,31.527,1
0.0,31.527,1
0.0,31.476,1
0.0,31.476,1
0.0,30.976,1
0.0,30.976,1
0.0,31.395,1
0.0,31.142,1
0.0,31.656,1
0.0,31.134,1
0.0,31.134,1
0.0,31.348,1
0.0,31.348,1
0.0,31.442,1
0.0,31.442,1
0.0,30.962,0
0.0,30.962,1
0.0,31.068,1
0.0,31.145,1
0.0,31.107,1
0.0,31.107,1
0.0,30.897,1
0.0,30.9,1
0.0,32.334,1
0.0,30.937,1
0.0,30.937,1
0.0,31.759,1
1.1,31.11,1
1.1,31.07,1
0.0,31.07,1
0.0,30.991,1
0.0,30.991,1
0.0,31.669,1
1.1,31.669,1
1.1,31.163,1
1.1,31.163,1
1.1,31.216,1
0.0,31.216,1
0.0,31.216,1
0.0,31.417,1
2.2,31.414,1
2.2,31.634,1
2.2,31.634,1
2.2,30.93,1
2.2,30.93,1
2.2,30.986,1
0.0,30.986,1
0.0,30.986,1
0.0,31.572,1
0.0,31.583,1
1.1,31.583,1
1.1,31.018,1
1.1,31.018,1
1.1,30.976,1
1.1,30.976,1
1.1,31.159,1
1.1,31.159,1
2.2,31.159,1
2.2,31.315,1
2.2,31.315,1
2.2,32.226,1
1.1,32.226,1
1.1,31.885,1
1.1,31.885,1
1.1,31.388,1
1.1,31.388,1
1.1,31.678,1
1.1,31.678,1
1.1,31.337,1
1.1,31.337,1
1.1,32.327,1
